Address,Building Name,Neighborhood,City,Price (Last Known),PPSF,R,Bd,Total Ba,MLS Ba,Full Ba,HBa,Sq Ft,Monthly Fees,Monthly Fees & Taxes,Taxes Per Mo.,MLS Property Type,MLS Property Subtype,Compass Property Type,Status,DOM,Updated Date,Listed Date,Listed Price,Last Asking,Contract Date,Sold Price,Closed Price Verification,Sold Date,Open House,Open House Type,ZIP,Building Size,Lot Size,Outdoor Space,Year Built,Service Level,Building Units,Notes
1030 E 222nd St,1030 E 222nd St,Williamsbridge,Bronx,"$690,000 ",$442 ,,5,2,2,2,,"1,560",,$343 ,$344 ,House/Building/Multi Family/Multi-Family 2-4,Attached/All Multi Family/Two Family,Townhouse/Multi Family,Sold,142,2/12/20,4/4/19,"$729,000 ","$729,000 ",8/23/19,"$690,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020022400302001"" target=""_blank"">Verified by Public Record</a>",2/11/20,,,10469,20' x 44',"2,000 SF / 20' x 100'","Fence
Porch
Private Outdoor Space",1955,,2,
3057 Gunther Ave,3057 Gunther Ave,Baychester,Bronx,"$740,000 ",$464 ,,5,2,2,2,,"1,596",,$348 ,$348 ,House/Building/Multi Family/Multi-Family 2-4,Attached/All Multi Family/Two Family/Single Family,Townhouse/Multi Family/Single Family,Sold,44,3/12/20,1/1/20,"$749,000 ","$749,000 ",2/14/20,"$740,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020031900341001"" target=""_blank"">Verified by Public Record</a>",3/11/20,,,10469,19.5' x 42',"1,852 SF / 19.5' x 95'",,1960,,2,
2515 St Raymond Ave,2515 St Raymond Ave,Westchester Village,Bronx,"$780,000 ",$373 ,,5,2,2,2,,"2,092",,$500 ,$500 ,House/Building/Multi Family/Multi-Family 2-4,All Multi Family/Two Family/Detached,Townhouse/Multi Family,Sold,17,3/21/20,12/2/19,"$799,700 ","$799,700 ",12/19/19,"$780,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020031700466001"" target=""_blank"">Verified by Public Record</a>",3/16/20,,,10461,20' x 50',"2,384 SF / 25' x 95.36'",Private Outdoor Space,1920,,2,
1618 Taylor Ave,1618 Taylor Ave,Van Nest,Bronx,"$710,872 ",$231 ,,,,,,,"3,080",,,,House/Building,4+ Family/All Multi Family,Multi Family/Townhouse,Sold,,,,,,,"$710,872 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020030600411001"" target=""_blank"">Public Record Only</a>",3/3/20,,,10460,20' x 77',"2,375 SF / 25' x 95'",,1927,,4,
835 E 226th St,835 E 226th St,Wakefield,Bronx,"$770,000 ",$229 ,,7,4,3.5,3,1,"3,360",,$476 ,$477 ,House/Building/Multi Family/Multi-Family 2-4,Three Family/All Multi Family/Detached,Townhouse/Multi Family,Sold,94,2/21/20,10/4/18,"$729,000 ","$729,000 ",10/17/19,"$770,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020022600388001"" target=""_blank"">Verified by Public Record</a>",2/20/20,,,10466,20' x 59',"2,856 SF / 25' x 114.25'",,1920,,3,
4271 Kepler Ave,4271 Kepler Ave,Woodlawn Heights,Bronx,"$835,000 ",$288 ,,4,2,2,2,,"2,900",,$591 ,$592 ,House/Building/Multi Family/Multi-Family 2-4,All Multi Family/Two Family/Detached,Townhouse/Multi Family,Sold,135,1/8/20,6/11/19,"$899,000 ","$899,000 ",10/24/19,"$835,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020011600430001"" target=""_blank"">Verified by Public Record</a>",1/8/20,,,10470,26' x 36',"4,906 SF / 75' x 65.42'",Porch,1920,,2,
3084 Decatur Ave,3084 Decatur Ave,Norwood,Bronx,"$925,000 ",$235 ,,,,,,,"3,936",,,,House/Building,Three Family/All Multi Family,Multi Family/Townhouse,Sold,,,,,,,"$925,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020013000265001"" target=""_blank"">Public Record Only</a>",1/21/20,,,10467,21' x 62',"3,000 SF / 25' x 120'",,1915,,3,
2561 Young Ave,2561 Young Ave,Pelham Gardens,Bronx,"$625,000 ",$304 ,7,4,3,3,3,,"2,057",,$436 ,$436 ,House/Building/Single Family,Detached/Single Family,Townhouse/Single Family,Sold,21,2/11/20,11/5/19,"$625,000 ","$625,000 ",12/3/19,"$625,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020021800487002"" target=""_blank"">Verified by Public Record</a>",2/11/20,,,10469,20.5' x 42',"3,100 SF / 31' x 100'",,1955,,1,
2840 E 197th St,2840 E 197th St,Pelham Bay,Bronx,"$475,000 ",$148 ,,,,,,,"3,220",,,,House/Building,Three Family/All Multi Family,Multi Family/Townhouse,Sold,,,,,,,"$475,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020031600393001"" target=""_blank"">Public Record Only</a>",3/10/20,,,10461,20' x 65',"2,500 SF / 25' x 100'",,1925,,3,
743 Crotona Park N,743 Crotona Park N,Crotona Park East,Bronx,"$970,000 ",$579 ,,4,,3.5,3,1,"1,674",,,,House/Building,Single Family/Two Family/All Multi Family,Single Family/Multi Family/Townhouse,Sold,,,,,,,"$970,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020041200018002"" target=""_blank"">Public Record Only</a>",3/11/20,,,10457,19' x 45',"2,300 SF / 23' x 100'",,1901,,1,
946 E 225th St,946 E 225th St,Wakefield,Bronx,"$560,000 ",$227 ,,,,,,,"2,472",,,,House/Building,Two Family/All Multi Family,Multi Family/Townhouse,Sold,,,,,,,"$560,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020021801262001"" target=""_blank"">Public Record Only</a>",2/7/20,,,10466,21' x 46',"2,735 SF / 25' x 109.42'",,1905,,2,
995 E 173rd St,995 E 173rd St,Crotona Park East,Bronx,"$3,700,000 ",$148 ,,,,,,,"25,065",,,,House/Building,Undefined Multi Family/All Multi Family,Multi Family/Townhouse,Sold,,,,,,,"$3,700,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020020601289001"" target=""_blank"">Public Record Only</a>",1/30/20,,,10460,55.58' x 90',"5,500 SF / 55' x 100'",,1931,,32,
"225 E 138th St, Unit 403",The Joinery,Mott Haven,Bronx,"$495,000 ",,2,1,1,1,1,,,$292 ,$497 ,$205 ,Condo,,Condo,Sold,28,11/22/19,10/23/19,"$495,000 ","$495,000 ",,"$495,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020031100326001"" target=""_blank"">Verified by Public Record</a>",3/6/20,,,10451,,,"Balcony
Common Roof Deck",2017,Doorman,101,
4635 Bronx Blvd,4635 Bronx Blvd,Wakefield,Bronx,"$458,000 ",$333 ,6,3,,2,2,,"1,376",,$322 ,$322 ,House/Building/Single Family,Detached/Single Family,Townhouse/Single Family,Sold,94,2/21/20,7/17/19,"$469,000 ","$469,000 ",12/4/19,"$458,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020021800710001"" target=""_blank"">Verified by Public Record</a>",2/7/20,,,10470,16' x 37',"2,375 SF / 25' x 95'",Common Outdoor Space,1925,,1,
1753 Popham Ave,1753 Popham Ave,Morris Heights,Bronx,"$275,000 ",$88 ,,,,,,,"3,136",,,,House/Building,Two Family/All Multi Family,Multi Family/Townhouse,Sold,,,,,,,"$275,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020012000196001"" target=""_blank"">Public Record Only</a>",1/10/20,,,10453,21' x 72',"3,306 SF / 25' x 132.25'",,1920,,2,
4627 Bronx Blvd,4627 Bronx Blvd,Wakefield,Bronx,"$365,000 ",$308 ,7,3,1,1,1,,"1,184",,$347 ,$347 ,House/Building/Single Family,Detached/Single Family,Townhouse/Single Family,Sold,51,2/1/20,10/21/19,"$395,000 ","$395,000 ",12/11/19,"$365,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020020800060002"" target=""_blank"">Verified by Public Record</a>",1/30/20,,,10470,18' x 24',"2,416 SF / 25.42' x 95.08'","Porch
Front Yard",1925,,1,
349 E 139th St,349 E 139th St,Mott Haven,Bronx,"$755,000 ",$242 ,14,6,3,3,3,,"3,120",,$200 ,$200 ,House/Building,Three Family/All Multi Family,Townhouse/Multi Family,Sold,105,1/31/20,4/10/19,"$1,150,000 ","$998,000 ",,"$755,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020012600009001"" target=""_blank"">Verified by Public Record</a>",1/23/20,,,10454,16.67' x 50',"1,667 SF / 16.67' x 100'",Patio,1901,,3,
3352 Wilson Ave,3352 Wilson Ave,Baychester,Bronx,"$548,000 ",$326 ,,3,,2,,,"1,681",,$374 ,$374 ,House/Building,Single Family,Townhouse/Single Family,Sold,149,3/20/20,9/19/19,"$526,000 ","$525,000 ",,"$548,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020041700713001"" target=""_blank"">Verified by Public Record</a>",3/23/20,,,10469,19' x 33',"1,900 SF / 19' x 100'",,1930,,1,
2125 Quimby Ave,2125 Quimby Ave,Unionport,Bronx,"$500,000 ",$375 ,,2,,1,1,,"1,334",,$278 ,$278 ,House/Building,Two Family/All Multi Family,Multi Family/Townhouse,Sold,,,,,,,"$500,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020011600582001"" target=""_blank"">Public Record Only</a>",1/3/20,,,10473,14' x 27',"2,549 SF / 24.75' x 103'",,1915,,2,
1031 E 241st St,1031 E 241st St,Wakefield,Bronx,"$530,000 ",$171 ,,,,,,,"3,100",,,,House/Building,Three Family/All Multi Family,Multi Family/Townhouse,Sold,,,,,,,"$530,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020031101227001"" target=""_blank"">Public Record Only</a>",2/27/20,,,10466,20' x 62',"2,500 SF / 25' x 100'",,1925,,3,
1106 Allerton Ave,1106 Allerton Ave,Bronxwood,Bronx,"$340,000 ",$457 ,5,2,1,1,1,,744,,$273 ,$274 ,House/Building/Single Family,Detached/Single Family,Townhouse/Single Family,Sold,104,2/5/20,9/6/19,"$379,000 ","$379,000 ",12/19/19,"$340,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020021200709001"" target=""_blank"">Verified by Public Record</a>",2/5/20,,,10469,18' x 40',"2,500 SF / 25' x 100'",,1945,,1,
2605 Davidson Ave,2605 Davidson Ave,Fordham Manor,Bronx,"$735,000 ",$292 ,,,,,,,"2,520",,,,House/Building,Single Family,Single Family/Townhouse,Sold,,,,,,,"$735,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020030201111001"" target=""_blank"">Public Record Only</a>",2/20/20,,,10468,24' x 52',"3,700 SF / 37' x 100'",,1901,,1,
1660 Yates Ave,1660 Yates Ave,Morris Park,Bronx,"$673,200 ",$318 ,,4,2,2,2,,"2,120",,$682 ,$683 ,House/Building/Multi Family/Multi-Family 2-4,Three Family/All Multi Family/Detached,Townhouse/Multi Family,Sold,90,3/13/20,10/17/19,"$779,000 ","$779,000 ",1/15/20,"$673,200 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020031600483001"" target=""_blank"">Verified by Public Record</a>",3/13/20,,,10461,20' x 50',"2,500 SF / 25' x 100'","Balcony
Deck
Private Outdoor Space",1930,,3,
1436 Taylor Ave,1436 Taylor Ave,Stratton Park,Bronx,"$550,000 ",$172 ,,,,,,,"3,200",,,,House/Building,Three Family/All Multi Family,Multi Family/Townhouse,Sold,,,,,,,"$550,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020020300313001"" target=""_blank"">Public Record Only</a>",1/17/20,,,10460,20' x 64',"2,375 SF / 25' x 95'",,1930,,3,
659 E 229th St,659 E 229th St,Wakefield,Bronx,"$415,000 ",$282 ,,Studio,,,,,"1,471",,$500 ,$500 ,House/Building,Single Family,Single Family/Townhouse,Sold,,,,,,,"$415,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020022600147001"" target=""_blank"">Public Record Only</a>",2/3/20,,,10466,18' x 30',"2,860 SF / 25' x 114.42'",,1925,,1,
3145 Fenton Ave,3145 Fenton Ave,Baychester,Bronx,"$600,000 ",$302 ,,4,2,2,2,,"1,986",,$468 ,$469 ,House/Building/Multi Family/Multi-Family 2-4,All Multi Family/Two Family/Detached,Townhouse/Multi Family,Sold,43,3/10/20,11/25/19,"$599,000 ","$599,000 ",1/7/20,"$600,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020031300767001"" target=""_blank"">Verified by Public Record</a>",3/9/20,,,10469,22' x 43',"2,500 SF / 25' x 100'",,1950,,2,
3207 Gunther Ave,3207 Gunther Ave,Baychester,Bronx,"$701,000 ",$268 ,,7,3,3,3,,"2,620",,$497 ,$497 ,House/Building/Multi Family/Multi-Family 2-4,Attached/Three Family/All Multi Family,Townhouse/Multi Family,Sold,22,1/17/20,8/13/19,"$699,000 ","$699,000 ",9/4/19,"$701,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020011700127001"" target=""_blank"">Verified by Public Record</a>",1/17/20,,,10469,20' x 47.58',"1,900 SF / 20' x 95'",,1970,,3,
3405 Bruner Ave,3405 Bruner Ave,Eastchester,Bronx,"$420,000 ",$175 ,,6,4,4,4,,"2,400",,$537 ,$538 ,House/Building/Multi Family/Multi-Family 2-4,Attached/All Multi Family/Two Family,Townhouse/Multi Family,Sold,163,2/12/20,4/18/19,"$450,000 ","$450,000 ",12/2/19,"$420,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020030200455002"" target=""_blank"">Verified by Public Record</a>",2/11/20,,,10469,20' x 60',"1,838 SF / 20' x 91.92'",,2004,,2,
2107 New England Thruway,2107 New England Thruway,Eastchester,Bronx,"$750,000 ",$234 ,,,,,,,"3,200",,,,House/Building,Two Family/All Multi Family,Multi Family/Townhouse,Sold,,,,,,,"$750,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020032700877001"" target=""_blank"">Public Record Only</a>",3/16/20,,,10475,20' x 60',"2,755 SF / 20' x 137.78'",,2000,,2,
55 E 196th St,55 E 196th St,Fordham Manor,Bronx,"$6,300,000 ",$177 ,,,,,,,"35,532",,,,House/Building,Undefined Multi Family/All Multi Family,Multi Family/Townhouse,Sold,,,,,,,"$6,300,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020020400737001"" target=""_blank"">Public Record Only</a>",1/30/20,,,10468,75' x 79',"7,093 SF / 75' x 94.58'",,1942,,35,
4119 Barnes Ave,4119 Barnes Ave,Wakefield,Bronx,"$650,000 ",$86 ,,,,,,,"7,554",,$751 ,$752 ,House/Building,Undefined Multi Family/All Multi Family,Multi Family/Townhouse,Sold,,,,,,,"$650,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020031700217001"" target=""_blank"">Public Record Only</a>",3/9/20,,,10466,36' x 54',"2,652 SF / 36.76' x 72.17'",,1930,,7,
1343 Balcom Ave,1343 Balcom Ave,Schuylerville,Bronx,"$499,000 ",$277 ,,,,,,,"1,800",,,,House/Building,Single Family/Two Family/All Multi Family,Single Family/Multi Family/Townhouse,Sold,,,,,,,"$499,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020031900324001"" target=""_blank"">Public Record Only</a>",3/18/20,,,10461,18' x 32',"1,800 SF / 18' x 100'",,1955,,2,
183 E Mosholu Pkwy N,183 E Mosholu Pkwy N,Norwood,Bronx,"$1,123,290 ",$468 ,,8,,4,4,,"2,400",,$750 ,$750 ,House/Building,4+ Family/All Multi Family,Multi Family/Townhouse,Sold,,,,,,,"$1,123,290 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020020600094001"" target=""_blank"">Public Record Only</a>",1/30/20,,,10467,25' x 32',"2,445 SF / 25.08' x 97.5'",,1922,,4,
1006 Esplanade,1006 Esplanade,Pelham Parkway,Bronx,"$505,000 ",$289 ,,3,,2,2,,"1,747",,$516 ,$517 ,House/Building,Two Family/All Multi Family,Multi Family/Townhouse,Sold,,,,,,,"$505,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020011300977001"" target=""_blank"">Public Record Only</a>",1/3/20,,,10461,22' x 46',"2,619 SF / 27' x 97'",,1940,,2,
448 E 141st St,448 E 141st St,Mott Haven,Bronx,"$900,000 ",$333 ,,7,4,4,4,,"2,700",,$416 ,$417 ,House/Building/Multi Family/Multi-Family 2-4,Attached/Three Family/All Multi Family,Townhouse/Multi Family,Sold,123,2/17/20,3/23/19,"$1,100,000 ","$1,100,000 ",7/24/19,"$900,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020021900939001"" target=""_blank"">Verified by Public Record</a>",2/12/20,,,10454,20' x 45',"2,038 SF / 20.38' x 100'","Private Outdoor Space
Back Yard",1994,,3,
2855 Middletown Rd,2855 Middletown Rd,Tremont Terrace,Bronx,"$515,000 ",$254 ,,4,,2,2,,"2,030",,$495 ,$496 ,House/Building,Two Family/All Multi Family,Multi Family/Townhouse,Sold,,,,,,,"$515,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020031600606001"" target=""_blank"">Public Record Only</a>",2/14/20,,,10461,20.33' x 29.5',"2,437 SF / 22.92' x 106.33'",,1955,,2,
2711 Dewitt Pl,2711 Dewitt Pl,Pelham Gardens,Bronx,"$385,000 ",$380 ,4,2,1,1,1,,"1,012",,$335 ,$335 ,House/Building/Single Family,Attached/Single Family,Townhouse/Single Family,Sold,168,11/18/20,6/1/19,"$475,000 ","$414,499 ",,"$385,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020012300557001"" target=""_blank"">Verified by Public Record</a>",1/21/20,,,10469,22' x 46',"2,945 SF / 31' x 95'",,1950,,1,
2065 Cicero Ave,2065 Cicero Ave,Castle Hill,Bronx,"$635,000 ",$273 ,,5,3,3,3,,"2,325",,$436 ,$436 ,House/Building/Multi Family/Multi-Family 2-4,Attached/All Multi Family/Two Family,Townhouse/Multi Family,Sold,55,2/17/20,10/3/19,"$669,000 ","$669,000 ",11/27/19,"$635,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020021400401001"" target=""_blank"">Verified by Public Record</a>",2/13/20,,,10473,20' x 38.75',"1,800 SF / 20' x 90'",,1988,,2,
4563 Richardson Ave,4563 Richardson Ave,Wakefield,Bronx,"$512,000 ",$293 ,8,4,3,2.5,2,1,"1,750",,$359 ,$360 ,House/Building/Single Family,Attached/Single Family,Townhouse/Single Family,Sold,26,3/20/20,1/10/20,"$519,000 ","$519,000 ",2/5/20,"$512,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020032300316001"" target=""_blank"">Verified by Public Record</a>",3/18/20,,,10470,20' x 35',"2,000 SF / 20' x 100'",,1920,,1,
2944 Mickle Ave,2944 Mickle Ave,Baychester,Bronx,"$539,000 ",$483 ,5,3,,2.5,,,"1,116",,,,House/Building,Single Family,Townhouse/Single Family,Sold,96,2/27/20,11/8/19,"$539,000 ","$539,000 ",2/27/20,"$539,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020022800259003"" target=""_blank"">Verified by Public Record</a>",2/13/20,,,10469,18.08' x 31',"1,754 SF / 18.67' x 94'",,1960,,1,
1521 Bryant Ave,1521 Bryant Ave,Crotona Park East,Bronx,"$425,000 ",$195 ,,7,,5,,,"2,184",,,,House/Building,Two Family/All Multi Family,Multi Family/Townhouse,Sold,,,,,,,"$425,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020021900685001"" target=""_blank"">Public Record Only</a>",2/13/20,,,10460,21' x 55',"2,500 SF / 25' x 100'",,1910,,2,
1720 St Peters Ave,1720 St Peters Ave,Westchester Village,Bronx,"$525,000 ",$162 ,,8,,2,2,,"3,238",,$538 ,$538 ,House/Building,Two Family/All Multi Family,Multi Family/Townhouse,Sold,,,,,,,"$525,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020021401122001"" target=""_blank"">Public Record Only</a>",2/11/20,,,10461,21' x 50',"2,416 SF / 25' x 96.67'",,1910,,2,
4368 Grace Ave,4368 Grace Ave,Wakefield,Bronx,"$517,000 ",$265 ,,,,,,,"1,952",,,,House/Building,Single Family,Single Family/Townhouse,Sold,,,,,,,"$517,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020032300918001"" target=""_blank"">Public Record Only</a>",3/17/20,,,10466,16' x 36',"2,435 SF / 25' x 97.42'",,1925,,1,
1135 E 214th St,1135 E 214th St,Williamsbridge,Bronx,"$470,000 ",$271 ,7,3,3,2.5,2,1,"1,732",,$367 ,$368 ,House/Building/Single Family,Attached/All Multi Family/Two Family/Single Family,Townhouse/Multi Family/Single Family,Sold,65,2/12/20,10/1/19,"$475,000 ","$475,000 ",12/5/19,"$470,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020022601419001"" target=""_blank"">Verified by Public Record</a>",2/12/20,,,10469,18' x 35',"1,710 SF / 18' x 95'",Private Outdoor Space,1945,,1,
1017 E 221st St,1017 E 221st St,Williamsbridge,Bronx,"$750,000 ",$323 ,,5,3,2.5,2,1,"2,320",,$386 ,$386 ,House/Building/Multi Family/Multi-Family 2-4,Attached/All Multi Family/Two Family,Townhouse/Multi Family,Sold,75,2/4/20,6/6/19,"$759,000 ","$759,000 ",8/20/19,"$750,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020022700595001"" target=""_blank"">Verified by Public Record</a>",2/4/20,,,10469,20' x 37',"1,980 SF / 20' x 99'",,1955,,2,
1232 Mace Ave,1232 Mace Ave,Pelham Gardens,Bronx,"$628,300 ",$286 ,,3,2,2,2,,"2,200",,$487 ,$488 ,House/Building/Multi Family/Multi-Family 2-4,Attached/All Multi Family/Two Family,Townhouse/Multi Family,Sold,71,2/11/20,10/18/19,"$599,000 ","$599,000 ",12/28/19,"$628,300 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020012700829001"" target=""_blank"">Verified by Public Record</a>",1/24/20,,,10469,22' x 40',"2,200 SF / 22' x 100'",,1945,,2,
1513 Popham Ave,1513 Popham Ave,Morris Heights,Bronx,"$635,000 ",$212 ,,5,3,2.5,2,1,"3,000",,$473 ,$473 ,House/Building/Multi Family/Multi-Family 2-4,Attached/All Multi Family/Two Family,Townhouse/Multi Family,Sold,63,2/21/20,10/14/19,"$649,000 ","$649,000 ",12/16/19,"$635,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020031000098001"" target=""_blank"">Verified by Public Record</a>",2/21/20,,,10453,20' x 60',"2,000 SF / 20' x 100'",,1993,,2,
"103 Fleet Ct, Unit 14103",103 Fleet Ct,Harding Park,Bronx,"$410,000 ",$298 ,6,3,3,2.5,2,1,"1,377",$555 ,$900 ,$346 ,Condominium/Condo,Attached,Condo,Sold,207,1/27/20,4/22/19,"$424,000 ","$424,000 ",11/15/19,"$410,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020013001132001"" target=""_blank"">Verified by Public Record</a>",1/27/20,,,10473,,,"Playground
Gated Community",,,,
943 E 213th St,943 E 213th St,Williamsbridge,Bronx,"$635,000 ",$244 ,10,6,3,3,3,,"2,600",,$521 ,$522 ,House/Building/Multi Family,Townhouse/All Multi Family/Two Family,Townhouse/Multi Family,Sold,321,2/25/20,2/28/19,"$629,000 ","$629,000 ",1/15/20,"$635,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020022700585001"" target=""_blank"">Verified by Public Record</a>",2/25/20,,,10469,17.83' x 47',"1,767 SF / 17.67' x 100'",,1920,,2,
1627 Van Buren St,1627 Van Buren St,Van Nest,Bronx,"$435,000 ",$231 ,,4,,2,2,,"1,880",,$339 ,$340 ,House/Building,Two Family/All Multi Family,Multi Family/Townhouse,Sold,,,,,,,"$435,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020012200962001"" target=""_blank"">Public Record Only</a>",1/6/20,,,10460,20' x 45',"2,500 SF / 25' x 100'",,1925,,2,
659 St Lawrence Ave,659 St Lawrence Ave,Soundview,Bronx,"$689,000 ",$246 ,,6,2,2,2,,"2,800",,$478 ,$479 ,House/Building/Multi Family/Multi-Family 2-4,Attached/Three Family/All Multi Family,Townhouse/Multi Family,Sold,29,2/7/20,9/18/19,"$699,000 ","$699,000 ",10/17/19,"$689,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020021300853001"" target=""_blank"">Verified by Public Record</a>",2/7/20,,,10473,20.33' x 50',"3,025 SF / 30.25' x 100'",Private Outdoor Space,1955,,3,
197 Beach St,197 Beach St,City Island,Bronx,"$520,000 ",$220 ,,,,,,,"2,364",,,,House/Building,Two Family/All Multi Family,Multi Family/Townhouse,Sold,,,,,,,"$520,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020011300894001"" target=""_blank"">Public Record Only</a>",1/7/20,,,10464,20' x 28',"5,000 SF / 50' x 100'",,1901,,2,
971 E 221st St,971 E 221st St,Williamsbridge,Bronx,"$365,000 ",$273 ,7,3,3,3,3,,"1,335",,$327 ,$327 ,House/Building/Single Family,Attached/Single Family,Townhouse/Single Family,Sold,44,3/20/20,5/6/19,"$379,000 ","$379,000 ",6/19/19,"$365,000 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020022000944001"" target=""_blank"">Verified by Public Record</a>",2/14/20,,,10469,20' x 30',"1,988 SF / 20' x 99.42'",,1935,,2,
905 Cranford Ave,905 Cranford Ave,Wakefield,Bronx,"$572,250 ",$426 ,,3,,1,1,,"1,344",,$227 ,$227 ,House/Building,Single Family,Single Family/Townhouse,Sold,,,,,,,"$572,250 ","<a href=""http://a836-acris.nyc.gov/DS/DocumentSearch/DocumentDetail?doc_id=2020031600395001"" target=""_blank"">Public Record Only</a>",3/10/20,,,10466,16' x 38',"2,700 SF / 27' x 100'",,1925,,1,
