Address,Building Name,Neighborhood,City,Price (Last Known),PPSF,R,Bd,Total Ba,MLS Ba,Full Ba,HBa,Sq Ft,Monthly Fees,Monthly Fees & Taxes,Taxes Per Mo.,MLS Property Type,MLS Property Subtype,Compass Property Type,Status,DOM,Updated Date,Listed Date,Listed Price,Last Asking,Contract Date,Sold Price,Closed Price Verification,Sold Date,Open House,Open House Type,ZIP,Building Size,Lot Size,Outdoor Space,Year Built,Service Level,Building Units,Notes,,
"222 E 35th St, Unit 2G",The Gregory House,Murray Hill,Manhattan,"$359,500",$625,3,Alcove,1,1,1,,575,$975,$975,,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"400 E 54th St, Unit 5D",The Revere,Midtown East,Manhattan,"$817,500","$1,314",3,1,1,1,1,,622,$523,"$1,191",$668,Condo,,Condo,Sold,,,,,,,,,,,,,,,,,,,,,
"400 E 56th St, Unit 6F",Plaza 400,Midtown East,Manhattan,"$800,000",$844,4,1,2,1.5,1,1,948,"$1,505","$1,505",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"145 E 48th St, Unit 27G",The Cosmopolitan,Midtown East,Manhattan,"$785,000","$1,208",3,1,1,1,1,,650,$834,"$1,886","$1,052",Condo,,Condo,Sold,,,,,,,,,,,,,,,,,,,,,
"200 Riverside Blvd, Unit 27A",200 Riverside Blvd,Upper West Side,Manhattan,"$2,375,000","$1,340",6,3,3,3,3,,"1,773","$1,962","$5,085","$3,123",Condo,,Condo,Sold,,,,,,,,,,,,,,,,,,,,,
"411 E 53rd St, Unit 8C",411 E 53rd St,Midtown East,Manhattan,"$850,000",$967,4,1,1,1,1,,879,$775,"$1,879","$1,104",Condo,,Condo,Sold,,,,,,,,,,,,,,,,,,,,,
"235 E 49th St, Unit 9E",235 E 49th St,Midtown East,Manhattan,"$860,000",,4,1,1,1,1,,,"$1,931","$1,931",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"245 E 54th St, Unit 8A",The Brevard,Midtown East,Manhattan,"$627,500",,3,1,1,1,1,,,"$1,080","$1,080",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"245 E 54th St, Unit 24L",The Brevard,Midtown East,Manhattan,"$620,000",$871,3,1,1,1,1,,712,"$1,372","$1,372",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"240 E 47th St, Unit 21F",Dag Hammarskjold Tower,Midtown East,Manhattan,"$1,200,000","$1,228",,,,,,,977,,,,Condo,,Condo,Sold,,,,,,,,,,,,,,,,,,,,,
"12 E 97th St, Unit 5IJ",12 E 97th St,Upper East Side,Manhattan,"$2,210,000",,7,4,3,2.5,2,1,,"$4,630","$4,630",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"419 E 57th St, Unit 14E",419 E 57th St,Midtown East,Manhattan,"$650,000",,4,1,1,1,1,,,"$1,986","$1,986",,Co-op/Co-Operative,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"3 W 122nd St, Unit 4B",3 W 122nd St,Harlem,Manhattan,"$559,000",,4,2,1,1,1,,,$587,$861,$274,Condo,,Condo,Sold,,,,,,,,,,,,,,,,,,,,,
"245 E 54th St, Unit 25R",The Brevard,Midtown East,Manhattan,"$614,000",,3,1,1,1,1,,,"$1,489","$1,489",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"7 Park Ave, Unit 4A",7 Park Ave,Murray Hill,Manhattan,"$527,500",$659,,1,,1,,,800,"$1,746","$1,746",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"420 E 55th St, Unit 6B",420 E 55th St,Midtown East,Manhattan,"$507,500",,3,1,1,1,1,,,"$1,630","$1,630",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"155 W 126th St, Unit 4B",155 W 126th St,Harlem,Manhattan,"$760,000","$1,123",3,1,2,1.5,1,1,677,$288,$746,$458,Condo,,Condo,Sold,,,,,,,,,,,,,,,,,,,,,
"400 E 56th St, Unit 10C",Plaza 400,Midtown East,Manhattan,"$840,000",$900,4,1,2,1.5,1,1,933,"$1,834","$1,834",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"223 E 50th St, Unit 6D",223 E 50th St,Midtown East,Manhattan,"$505,000",$842,3,1,1,1,1,,600,"$1,008","$1,008",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"845 United Nations Plz, Unit 5C",Trump World Tower,Midtown East,Manhattan,"$1,050,000","$1,167",4,1,2,1.5,1,1,900,"$1,070","$1,958",$888,Condo,,Condo,Sold,,,,,,,,,,,,,,,,,,,,,
"333 W 57th St, Unit 702",The Westmore,Hell's Kitchen,Manhattan,"$616,000","$1,120",3,Alcove,1,1,1,,550,"$1,382","$1,382",,Co-op/Condop,,Co-op/Condop,Sold,,,,,,,,,,,,,,,,,,,,,
"434 E 52nd St, Unit 2D",434 E 52nd St,Midtown East,Manhattan,"$635,000",,4,1,1,1,1,,,"$2,210","$2,210",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"136 E Broadway, Unit 11B",136 E Broadway,Chinatown,Manhattan,"$780,000","$1,480",,1,,1,1,,527,$395,$770,$375,Condo,,Condo,Sold,,,,,,,,,,,,,,,,,,,,,
"7 E 35th St, Unit 12G",The Antoinette,Midtown South,Manhattan,"$475,000",$609,4,1,2,2,2,,780,"$2,576","$2,576",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"333 E 43rd St, Unit 110",The Manor,Midtown East,Manhattan,"$770,000","$1,283",,1,,1,,,600,"$1,070","$1,070",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"100 Riverside Blvd, Unit 23A",The Avery,Upper West Side,Manhattan,"$1,555,000","$1,345",4,2,2,2,2,,"1,156","$1,332","$3,408","$2,076",Condo,,Condo,Sold,,,,,,,,,,,,,,,,,,,,,
"345 W 58th St, Unit 5K",Coliseum Park Apartments,Upper West Side,Manhattan,"$540,000",$198,3,1,1,1,1,,"2,725","$1,253","$1,253",,Co-op/Residential,Apartment,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"17 E 96th St, Unit 2B",17 E 96th St,Upper East Side,Manhattan,"$1,100,000",,5,2,2,1.5,1,1,,"$2,308","$2,308",,Co-op/Co-Operative,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"321 E 45th St, Unit 9G",321 E 45th St,Midtown East,Manhattan,"$548,000",$731,,1,,1,,,750,"$1,662","$1,662",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"245 E 54th St, Unit PH30N",The Brevard,Midtown East,Manhattan,"$720,000",,3,1,1,1,1,,,"$1,389","$1,389",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"315 W 55th St, Unit 6A",315 W 55th St,Hell's Kitchen,Manhattan,"$485,000",,,,,,,,,,,,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"315 W 55th St, Unit LC",315 W 55th St,Hell's Kitchen,Manhattan,"$423,000",,,Studio,,1,1,,,$991,$991,,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"50 Park Ave, Unit 9B",50 Park Ave,Murray Hill,Manhattan,"$691,000",,3,1,1,1,1,,,"$1,600","$1,600",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"1165 5th Ave, Unit 15PHA",1165 5th Ave,Upper East Side,Manhattan,"$11,625,000",,10,5,7,6.5,6,1,,"$8,665","$8,665",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"10 Mitchell Pl, Unit 12A",Stewart Hall,Midtown East,Manhattan,"$599,000",,,,,,,,,,,,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"245 E 54th St, Unit 11N",The Brevard,Midtown East,Manhattan,"$580,000",,3,1,1,1,1,,,"$1,141","$1,141",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"300 E 54th St, Unit 8J",Connaught Tower,Midtown East,Manhattan,"$850,000",,4,1,1,1,1,,,"$1,400","$1,400",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"60 Riverside Blvd, Unit 2702",The Aldyn,Upper West Side,Manhattan,"$2,410,000","$1,612",4,2,3,2.5,2,1,"1,495","$1,350","$2,529","$1,179",Condo,,Condo,Sold,,,,,,,,,,,,,,,,,,,,,
"310 Lexington Ave, Unit 6A",310 Lexington Ave,Murray Hill,Manhattan,"$693,000",,3,1,1,1,1,,,"$1,496","$1,496",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"153 E 57th St, Unit 11K",Gotham Towne House,Midtown East,Manhattan,"$415,000","$1,038",2,Studio,1,1,1,,400,$854,$854,,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"110 E 57th St, Unit 7F",The Dorchester,Midtown East,Manhattan,"$570,000",$687,3,1,1,1,1,,830,"$1,296","$1,296",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"220 Riverside Blvd, Unit 31DT",220 Riverside Boulevard,Upper West Side,Manhattan,"$2,985,000","$1,559",6,3,3,3,3,,"1,915","$2,415","$5,953","$3,538",Condo,,Condo,Sold,,,,,,,,,,,,,,,,,,,,,
"311 E 38th St, Unit 9D",The Whitney,Murray Hill,Manhattan,"$645,000","$1,162",3,Alcove,1,1,1,,555,$607,"$1,302",$695,Condo,,Condo,Sold,,,,,,,,,,,,,,,,,,,,,
"220 Riverside Blvd, Unit 17N",220 Riverside Boulevard,Upper West Side,Manhattan,"$2,999,900","$1,294",7,3,3,3,3,,"2,318","$2,620","$5,848","$3,228",Condo,,Condo,Sold,,,,,,,,,,,,,,,,,,,,,
"60 Sutton Pl S, Unit 10LN",60 Sutton Pl S,Midtown East,Manhattan,"$430,000",$768,3,Alcove,1,1,1,,560,"$1,271","$1,271",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"220 E 57th St, Unit 8C",The Carlton East ,Midtown East,Manhattan,"$475,000",$864,3,Alcove,1,1,1,,550,"$1,183","$1,183",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"80 Park Ave, Unit 9H",80 Park Ave,Murray Hill,Manhattan,"$815,000","$1,126",,1,,1,,,724,$561,$901,$340,Condo,,Condo,Sold,,,,,,,,,,,,,,,,,,,,,
"337 E 50th St, Unit 1D",337 E 50th St,Midtown East,Manhattan,"$925,000",,4,1,2,1.5,1,1,,"$2,067","$2,067",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"21 Ludlow St, Unit 2C",21 Ludlow St,Chinatown,Manhattan,"$880,000","$1,549",2,1,1,1,1,,568,$238,$257,$19,Condo,,Condo,Sold,,,,,,,,,,,,,,,,,,,,,
"10 Mitchell Pl, Unit 12A",STEWART HALL,Midtown East,Manhattan,"$599,000",,3,1,1,1,1,,,"$1,279","$1,279",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"250 E 53rd St, Unit 705",The Veneto,Midtown East,Manhattan,"$952,000","$1,248",1,1,,1,,,763,$992,"$2,007","$1,015",Condo,,Condo,Sold,,,,,,,,,,,,,,,,,,,,,
"209 E 56th St, Unit 6D",209 E 56th St,Midtown East,Manhattan,"$620,000",,3,1,1,1,1,,,"$1,668","$1,668",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"136 E Broadway, Unit 10A",136 E Broadway,Chinatown,Manhattan,"$765,000","$1,175",,,,,,,651,,,,Condo,,Condo,Sold,,,,,,,,,,,,,,,,,,,,,
"10 Park Ave, Unit 24J",10 Park Ave,Murray Hill,Manhattan,"$1,135,000","$1,534",3,1,1,1,1,,740,"$2,023","$2,023",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"220 Riverside Blvd, Unit 17M",220 Riverside Boulevard,Upper West Side,Manhattan,"$2,100,000","$1,378",5,2,2,2,2,,"1,524","$1,723","$3,902","$2,179",Condo,,Condo,Sold,,,,,,,,,,,,,,,,,,,,,
"240 E 47th St, Unit 16E",Dag Hammarskjold Tower,Midtown East,Manhattan,"$1,260,000","$1,117",4,2,2,1.5,1,1,"1,128","$1,290","$2,731","$1,441",Condo,,Condo,Sold,,,,,,,,,,,,,,,,,,,,,
"300 E 54th St, Unit 34A",Connaught Tower,Midtown East,Manhattan,"$764,000",,3,1,1,1,1,,,"$1,175","$1,175",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"225 E 57th St, Unit 5M",225 E 57th St,Midtown East,Manhattan,"$575,000",$719,3,1,1,1,1,,800,"$1,921","$1,921",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"225 E 57th St, Unit 8M",225 E 57th St,Midtown East,Manhattan,"$529,000",$661,3,1,1,1,1,,800,"$1,917","$1,917",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"245 E 54th St, Unit 16H",The Brevard,Midtown East,Manhattan,"$615,000",,3,1,1,1,1,,,"$1,165","$1,165",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"353 W 53rd St, Unit 1W",353 W 53rd St,Hell's Kitchen,Manhattan,"$757,000",,5,1,2,1.5,1,1,,"$1,078","$1,078",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"235 E 57th St, Unit 2C",235 E 57th St,Midtown East,Manhattan,"$600,000",$750,3,1,1,1,1,,800,"$1,549","$1,549",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"135 E 54th St, Unit MR2",Lex 54,Midtown East,Manhattan,"$312,500","$2,083",,,,,,,150,,,,Condo,,Condo,Sold,,,,,,,,,,,,,,,,,,,,,
"137 E 36th St, Unit 6D",The Carlton Regency,Murray Hill,Manhattan,"$575,000",$885,4,1,1,1,1,,650,"$1,420","$1,420",,Co-op/Co-Operative,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"225 E 57th St, Unit 9R",225 E 57th St,Midtown East,Manhattan,"$438,000",$777,2,Alcove,1,1,1,,564,"$1,244","$1,244",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"333 E 46th St, Unit 4K",333 E 46th St,Midtown East,Manhattan,"$950,000",,,,,,,,,,,,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"415 E 54th St, Unit 2E",The St. James's Tower,Midtown East,Manhattan,"$950,000",$960,4,1,2,1.5,1,1,990,"$1,342","$2,215",$873,Condo,,Condo,Sold,,,,,,,,,,,,,,,,,,,,,
"220 Riverside Blvd, Unit 19L",220 Riverside Boulevard,Upper West Side,Manhattan,"$2,300,000","$1,550",4,2,2,2,2,,"1,484","$1,677","$3,790","$2,113",Condo,,Condo,Sold,,,,,,,,,,,,,,,,,,,,,
"244 Madison Ave, Unit PENTHOUSE B",244 Madison Ave,Murray Hill,Manhattan,"$725,000",,3,1,1,1,1,,,"$1,839","$1,839",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"314 W 56th St, Unit 6C",314 W 56th St,Hell's Kitchen,Manhattan,"$597,500",,3,1,1,1,1,,,"$1,364","$1,364",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"2056 5th Ave, Unit 6D",2056 5th Ave,Harlem,Manhattan,"$1,195,000",$902,,2,,2,,,"1,325",$921,"$1,148",$227,Condo,,Condo,Sold,,,,,,,,,,,,,,,,,,,,,
"211 E 53rd St, Unit 10J",The Hawthorne,Midtown East,Manhattan,"$830,000",$922,4,2,1,1,1,,900,"$1,770","$1,770",,Co-op/Condop,,Co-op/Condop,Sold,,,,,,,,,,,,,,,,,,,,,
"49 E 96th St, Unit 11A",49 E 96th St,Upper East Side,Manhattan,"$1,800,000","$1,125",,2,,2,2,,"1,600","$2,314","$2,314",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"310 Lexington Ave, Unit 3J",310 Lexington Ave,Murray Hill,Manhattan,"$712,000",$838,3,1,1,1,1,,850,"$1,543","$1,543",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"444 E 57th St, Unit 7D",444 E 57th St,Midtown East,Manhattan,"$550,000",$344,,,,,,,"1,600",,,,Condo,,Condo,Sold,,,,,,,,,,,,,,,,,,,,,
"405 W 57th St, Unit 4F",405 W 57th St,Hell's Kitchen,Manhattan,"$775,000",,4,1,1,1,1,,,"$1,300","$1,300",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"35 E 38th St, Unit 11F",35 E 38th St,Murray Hill,Manhattan,"$605,000","$1,271",3,1,1,1,1,,476,$753,"$1,481",$728,Condo,,Condo,Sold,,,,,,,,,,,,,,,,,,,,,
"80 Riverside Blvd, Unit 11P",The Rushmore,Upper West Side,Manhattan,"$2,220,000","$1,200",6,3,3,3,3,,"1,850","$2,030","$5,532","$3,502",Condo,,Condo,Sold,,,,,,,,,,,,,,,,,,,,,
"535 W 52nd St, Unit 9D",535 W 52nd St,Hell's Kitchen,Manhattan,"$422,328",$652,3,1,1,1,1,,648,$565,$565,,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"303 E 37th St, Unit 1J",303 E 37th St,Murray Hill,Manhattan,"$680,000",$932,5,2,1,1,1,,730,"$1,453","$1,453",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"225 E 57th St, Unit 4N",225 E 57th St,Midtown East,Manhattan,"$420,000",$686,3,1,1,1,1,,612,"$1,248","$1,248",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"320 E 57th St, Unit 4B",320 E 57th St,Midtown East,Manhattan,"$515,000",$606,4,1,1,1,1,,850,"$1,874","$1,874",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"67 Park Ave, Unit 9D",67 Park Ave,Murray Hill,Manhattan,"$640,000",,4,1,1,1,1,,,"$1,847","$1,847",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"641 5th Ave, Unit 28C",Olympic Tower,Midtown East,Manhattan,"$420,000",$326,,,,,,,"1,287",,,,Condo,,Condo,Sold,,,,,,,,,,,,,,,,,,,,,
"1165 5th Ave, Unit 15A",1165 5th Ave,Upper East Side,Manhattan,"$11,625,000",,,,,,,,,,,,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"319 E 50th St, Unit 8G",319 E 50th St,Midtown East,Manhattan,"$575,000",$639,4,1,1,1,1,,900,"$1,965","$1,965",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"1150 5th Ave, Unit 11A",1150 5th Ave,Upper East Side,Manhattan,"$3,600,000",,8,3,3,3,3,,,"$7,269","$7,269",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"10 Park Ave, Unit 10A",10 Park Ave,Murray Hill,Manhattan,"$750,000",,4,1,1,1,1,,,"$1,511","$1,511",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"325 E 57th St, Unit 15C",325 E 57th St,Midtown East,Manhattan,"$675,000",,3,1,1,1,1,,,"$1,903","$1,903",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"166 E 35th St, Unit 12E",166 E 35th St,Murray Hill,Manhattan,"$675,000",,3,1,1,1,1,,,"$1,518","$1,518",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"223 E 50th St, Unit 1C",223 E 50th St,Midtown East,Manhattan,"$417,500",,3,1,1,1,1,,,$822,$822,,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"420 E 55th St, Unit 7M",420 E 55th St,Midtown East,Manhattan,$1,,3,1,1,1,1,,,"$1,648","$1,648",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"245 E 54th St, Unit 14J",The Brevard,Midtown East,Manhattan,"$398,500",,2,Studio,1,1,1,,,$800,$800,,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"80 Riverside Blvd, Unit 21B",The Rushmore,Upper West Side,Manhattan,"$2,500,000","$1,460",6,3,3,3,3,,"1,712","$1,818","$4,953","$3,135",Condo,,Condo,Sold,,,,,,,,,,,,,,,,,,,,,
"201 E 36th St, Unit 19D",Murray Hill Terrace,Murray Hill,Manhattan,"$1,300,000","$1,130",5,2,1,1,1,,"1,150","$1,257","$2,515","$1,258",Condo,,Condo,Sold,,,,,,,,,,,,,,,,,,,,,
"245 E 50th St, Unit 2A",245 E 50th St,Midtown East,Manhattan,"$800,000","$1,107",4,1,1,1,1,,723,$706,"$1,647",$941,Condo,,Condo,Sold,,,,,,,,,,,,,,,,,,,,,
"225 E 34th St, Unit 6H",The Charleston,Murray Hill,Manhattan,"$500,000",$707,,,,,,,707,,,,Condo,,Condo,Sold,,,,,,,,,,,,,,,,,,,,,
"244 Madison Ave, Unit PHB",244 Madison Ave,Midtown South,Manhattan,"$725,000",$843,4,1,1,1,1,,860,"$1,761","$1,761",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"250 E 54th St, Unit 31C",The Mondrian,Midtown East,Manhattan,"$1,050,000","$1,332",3,1,2,1.5,1,1,788,"$1,103","$2,206","$1,104",Condo,,Condo,Sold,,,,,,,,,,,,,,,,,,,,,
"258 St Nicholas Ave, Unit 5A",Dwyer Condominium,Harlem,Manhattan,"$1,950,000","$1,013",6,3,2,2,2,,"1,925","$1,793","$1,815",$22,Condo,,Condo,Sold,,,,,,,,,,,,,,,,,,,,,
"141 E 55th St, Unit 7C",141 E 55th St,Midtown East,Manhattan,"$610,000",$857,3,1,1,1,1,,712,$799,"$1,652",$853,Condo,,Condo,Sold,,,,,,,,,,,,,,,,,,,,,
"2 Beekman Pl, Unit 3B",2 Beekman Pl,Midtown East,Manhattan,"$515,000",,3,1,1,1,1,,,"$1,625","$1,625",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"235 E 55th St, Unit 38B",Capri,Midtown East,Manhattan,"$870,000","$1,336",3,1,1,1,1,,651,$876,"$2,108","$1,232",Condo,,Condo,Sold,,,,,,,,,,,,,,,,,,,,,
"50 Riverside Blvd, Unit J6",One Riverside Park,Upper West Side,Manhattan,"$1,850,000","$1,320",6,2,,2,,,"1,401","$1,562","$1,645",$83,,,Condo,Sold,,,,,,,,,,,,,,,,,,,,,
"333 E 53rd St, Unit 12F",333 E 53rd St,Midtown East,Manhattan,"$675,000",,3,1,1,1,1,,,"$1,645","$1,645",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"40 Sutton Pl, Unit 3F",40 Sutton Pl,Midtown East,Manhattan,"$600,000",$951,3,1,1,1,1,,631,"$1,076","$1,999",$923,Condo,,Condo,Sold,,,,,,,,,,,,,,,,,,,,,
"445 5th Ave, Unit 29D",445 5th Ave,Midtown South,Manhattan,"$835,000","$1,193",3,1,1,1,1,,700,$853,"$1,881","$1,028",Condo,,Condo,Sold,,,,,,,,,,,,,,,,,,,,,
"135 E 54th St, Unit 5H",Lex 54,Midtown East,Manhattan,"$685,000",,5,1,1,1,1,,,$915,"$1,748",$833,Condominium/Residential/Condo,Condo,Condo,Sold,,,,,,,,,,,,,,,,,,,,,
"535 W 52nd St, Unit 7C",535 W 52nd St,Hell's Kitchen,Manhattan,"$153,400",,,,,,,,,,,,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"14 Orchard St, Unit 4E",14 Orchard St,Chinatown,Manhattan,"$450,000","$1,178",,1,1,1,1,,382,$289,$593,$303,Residential/Condo,Condo,Condo,Sold,,,,,,,,,,,,,,,,,,,,,
"220 E 54th St, Unit 11J",The Leslie House,Midtown East,Manhattan,"$647,500",,4,1,1,1,1,,,"$1,837","$1,837",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"333 E 53rd St, Unit 11H",333 E 53rd St,Midtown East,Manhattan,"$635,000",,4,1,1,1,1,,,"$1,828","$1,828",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"245 E 50th St, Unit 7A",245 E 50th St,Midtown East,Manhattan,"$757,500",$959,3,1,1,1,1,,790,$834,"$2,181","$1,348",Condo,,Condo,Sold,,,,,,,,,,,,,,,,,,,,,
18 7th Ave,n/a,West Village,German Flatts,"$17,000",,,,,,,,,,$49,$50,,,,Sold,,,,,,,,,,,,,,,,,,,,,
"220 Riverside Blvd, Unit 8L",220 Riverside Boulevard,Upper West Side,Manhattan,"$1,730,000","$1,166",5,2,2,2,2,,"1,484","$1,644","$3,628","$1,984",Condo,,Condo,Sold,,,,,,,,,,,,,,,,,,,,,
"425 W 50th St, Unit 14B",Stella Tower,Hell's Kitchen,Manhattan,"$42,000",$27,4,2,3,2.5,2,1,"1,565","$2,324","$5,000","$2,676",Condo,,Condo,Sold,,,,,,,,,,,,,,,,,,,,,
"137 E 36th St, Unit 21J",The Carlton Regency,Murray Hill,Manhattan,"$550,000",,,1,,1,,,,"$1,411","$1,821",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"200 Riverside Blvd, Unit 42B",200 Riverside Blvd,Upper West Side,Manhattan,"$3,500,000","$1,591",6,3,4,3.5,3,1,"2,200","$2,472","$5,557","$3,085",Condo,,Condo,Sold,,,,,,,,,,,,,,,,,,,,,
"141 E 55th St, Unit 2B",141 E 55th St,Midtown East,Manhattan,"$680,000","$1,197",,,,,,,568,,,,Condo,,Condo,Sold,,,,,,,,,,,,,,,,,,,,,
"350 W 57th St, Unit 7H",The Parc Vendome,Hell's Kitchen,Manhattan,"$590,000",,3,Alcove,1,1,,,,$712,"$1,423",$711,Condo,,Condo,Sold,,,,,,,,,,,,,,,,,,,,,
"340 W 55th St, Unit 3E",The Sherwood,Hell's Kitchen,Manhattan,"$749,000",,3,1,1,1,1,,,"$2,058","$2,058",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"244 Madison Ave, Unit 2C",244 Madison Ave,Murray Hill,Manhattan,"$640,000",$985,,1,,1,,,650,$884,"$1,397",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"448 W 37th St, Unit 8F",448 W 37th St,Hudson Yards,Manhattan,"$1,000,000",$645,3,1,1,1,1,,"1,550",$764,"$1,732",$968,Condo,,Condo,Sold,,,,,,,,,,,,,,,,,,,,,
"630 1st Ave, Unit 17H",Manhattan Place,Murray Hill,Manhattan,"$100,000",$148,,,,,,,677,,,,Condo,,Condo,Sold,,,,,,,,,,,,,,,,,,,,,
"333 E 53rd St, Unit 2J",333 E 53rd St,Midtown East,Manhattan,"$620,000",,3,1,1,1,1,,,"$1,330","$1,330",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"430 E 56th St, Unit 2G",430 E 56th St,Midtown East,Manhattan,"$325,000",$650,3,Alcove,1,1,1,,500,"$1,256","$1,256",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"1150 5th Ave, Unit 11A",1150 5th Ave,Upper East Side,Manhattan,"$3,600,000",,8,3,4,3.5,3,1,,"$7,270","$7,270",,Co-op,,Co-op,Sold,,,,,,,,,,,,,,,,,,,,,
"200 E 58th St, Unit 7G",Blair House,Midtown East,Manhattan,"$630,000","$1,207",,,,,,,522,,,,Condo,,Condo,Sold,,,,,,,,,,,,,,,,,,,,,
"126 W 130th St, Unit 1",126 W 130th St,Harlem,Manhattan,"$2,653,945",$998,,3,,4,4,,"2,659","$1,021","$1,721",$700,Condo,,Condo,Sold,,,,,,,,,,,,,,,,,,,,,
